"musician","album","label","edit","crow","core","thou"
"Fitzgerald, Ella","Duke Ellington Songbook","Verve",1,"No","No","No"
"Fitzgerald, Ella","Harold Arlen Songbook","Verve",6,"No","No","No"
"Fitzgerald, Ella","Best Of Songbooks","Verve",2,"No","No","No"
"Fitzgerald, Ella","Like Someone In Love","Verve",2,"No","No","No"
"Fitzgerald, Ella","Complete Songbooks","Verve",2,"No","No","No"
"Fitzgerald, Ella","Ella Swings Lightly","Verve",2,"No","No","No"
"Fitzgerald, Ella","Ella In London","Pablo",10,"No","No","Yes"
"Fitzgerald, Ella","Live At Birdland 1950-1952","Baldwin Street",10,"No","No","Yes"
"Five Birmingham Babies","Heart Breakin' Baby","Frog",10,"No","No","Yes"
"Flanagan, Tommy","Giant Steps","Enja",1,"No","No","No"
"Flanagan, Tommy","Jazz Poet","Timeless",1,"No","No","Yes"
"Flanagan, Tommy","Lets","Enja",2,"No","No","No"
"Florence, Bob","Jewels","Discovery",3,"No","No","No"
"Florence, Bob","Earth","Mama",4,"No","No","No"
"Folds, Chuck","Hitting His Stride","Arbors",7,"No","No","No"
"Fonda, Joe","Loaded Basses","CIMP",9,"No","No","No"
"Fonda, Joe","Evolution","Leo",10,"No","No","Yes"
"Ford, Ricky","American African Blues","Candid",3,"No","No","No"
"Formanek, Michael","Low Profile","Enja",3,"No","No","No"
"Formanek, Michael","Nature Of The Beast","Enja",4,"No","No","No"
"Forrest, Jimmy","Night Train","Delmark",10,"No","No","Yes"
"Fortune, Sonny","Great Friends","Evidence",10,"No","No","Yes"
"Foster, Frank","Well Water","Piadrum",9,"No","No","Yes"
"Foster, George Pops","GPF","American",10,"No","No","Yes"
"Fraser, Hugh","Pas de Problemes","CBC",2,"No","No","No"
"Free Jazz Quartet","Premonitions","Matchless",1,"No","No","No"
"Freeman, Bud","GreatPerformances","CDS",2,"No","No","No"
"Freeman, Bud","BF 1939-1940","Classics",10,"No","No","Yes"
"Freeman, Chico","The Pied Piper","Black Hawk",1,"No","No","No"
"Freeman, Chico","Destiny's Dance","OJC",2,"No","Yes","Yes"
"Freeman, Chico","Quartet","India Nav",2,"No","No","No"
"Freeman, Chico","Focus","Contemporary",3,"No","No","No"
"Freeman, Von","75th Birthday Celebration","Half Note",10,"No","No","Yes"
"Friedman, Don","I Hear A Rhapsody","Stash",3,"No","No","No"
"Friedman, Don","My Romance","Steeplechase",4,"No","No","No"
"Friedman, Don","Waltz For Marilyn","Jazz Excursion",9,"No","No","No"
"Friedman, Don","Live At Jazzbaltica","Skip",9,"No","No","No"
"Friedman, Don","Dreams And Explorations","OJC",10,"No","No","Yes"
"Frisell, Bill","Have A Little Faith","Elektra",2,"No","Yes","Yes"
"Frisell, Bill","Quartet 96","Elektra",4,"No","No","No"
"Frishberg, David","Classics","Concord",1,"No","No","Yes"
"Fuchs, Wolfgang","Six","Rastascan",8,"No","No","No"
"Fuchs, Wolfgang","Live At Total Music 2003","All",9,"No","No","No"
"Fujii, Satoko","Jo","Buzz",8,"No","No","No"
"Fujii, Satoko","Kitsune-Bi","Tzadik",8,"No","No","Yes"
"Fujii, Satoko","Blueprint","Natsat",8,"No","No","No"
"Fujii, Satoko","Live in Japan","Natsat",8,"No","No","No"
"Fujii, Satoko","Toward To West","Enja",9,"No","No","No"
"Fuller, Curtis","With Red Garland","OJC",10,"No","No","Yes"
"Fun Horns","Live In South America","Klangraume",2,"No","No","No"
"Furt","Dead Or Alive","Matchless",9,"No","No","No"
"Furt","Omnivm","Matchless",9,"No","No","No"
"Gaillard, Slim","SG 1945, Vol2","Classics",4,"No","No","No"
"Gaillard, Slim","Laughing In Rhythm","Proper",7,"No","No","No"
"Galliano, Richard","Laurita","Dreyfus",3,"No","No","Yes"
"Galliano, Richard","Concerts/Inedits","Dreyfus",6,"No","No","No"
"Galliano, Richard","Gallianissimo: Best of RG","Dreyfus",6,"No","No","No"
"Galliano, Richard","Blow Up/Concerts","Dreyfus",9,"No","No","No"
"Galliano, Richard","If You Love Me","Cam Jazz",9,"No","No","No"
"Gallivan, Joe","Origin Of Man","No Budget",4,"No","No","No"
"Galper, Hal","Portrait","Concord",1,"No","No","No"
"Ganelin, Vyacheslav","Live In Lugano","Not Two",9,"No","No","No"
"Ganelin Trio","Catalogue","Leo",1,"Yes","No","No"
"Ganelin Trio","Poco a Poco","Leo",1,"No","No","No"
"Ganelin Trio","...Old Bottles","Leo",3,"No","No","No"
"Ganelin Trio","On Stage...Backstage","Leo",3,"No","No","No"
"Ganelin Trio","Ancora Da Capo","Leo",4,"Yes","No","Yes"
"Ganelin Trio","Ttaango","Leo",7,"No","No","No"
"Ganelin Trio","Strictly For Friends","Leo",8,"No","No","No"
"Garbarek, Jan","Belonging","ECM",1,"No","No","No"
"Garbarek, Jan","Triptykon","ECM",2,"No","No","No"
"Garbarek, Jan","Dis","ECM",3,"No","Yes","Yes"
"Garbarek, Jan","Officium ()","ECM",3,"No","No","No"
"Garbarek, Jan","Places","ECM",2,"No","No","No"
"Garbarek, Jan","12 Moons","ECM",2,"No","No","Yes"
"Garbarek, Jan",":rarum","ECM",7,"No","No","No"
"Gardner, Vincent","Good Book: Chapter One","Steeplechase",9,"No","No","No"
"Gare, Lou","No Strings Attached","Matchless",8,"No","No","No"
"Garland, Red","RG Revisited","OJC",10,"No","No","Yes"
"Garner, Errol","Vol 4&5 Solo Time","Emarcy",2,"No","No","No"
"Garner, Errol","Concert By The Sea","Columbia",,"No","Yes","Yes"
"Garner, Errol","EG 1944-1945","Classics",10,"No","No","Yes"
"Garrett, Kenny","Black Hope","Warner Bros",3,"No","No","No"
"Garrett, Kenny","Triology","Warner Bros",3,"No","No","Yes"
"Garrett, Kenny","Pursuance","Warner Bros",4,"No","No","No"
"Garrett, Kenny","Standard Of Language","Warner Bros",7,"No","No","No"
"Garrett, Kenny","Beyond The Wall","Nonesuch",9,"No","No","No"
"Garrick, Michael","Lady In Waiting","Jazz Academy",3,"No","No","No"
"Garrick, Michael","Parting Is Such","Jaza",4,"No","No","No"
"Garrick, Michael","For Love of Duke & Ronnie","Jazz Academy",5,"No","No","No"
"Garrick, Michael","October Woman","Vocalion",10,"No","No","Yes"
"Garzone, George","One Two Three Four","Stunt",9,"No","No","No"
"Gaslini, Giorgio","Gaslini Plays Monk","Soul Note",1,"No","No","No"
"Gaslini, Giorgio","Lampi","Soul Note",2,"No","No","No"
"Gaslini, Giorgio","Urban Griot","Soul Note",9,"No","No","No"
"Gaslini, Giorgio","L'Integrale Vols 3 & 4","Soul Note",10,"No","No","Yes"
"Gatto, Roberto","Traps","Cam Jazz",9,"No","No","No"
"Gayle, Charles","Touchin' On Trane","FMP",2,"Yes","Yes","Yes"
"Gayle, Charles","Repent","Knitting",2,"No","No","No"
"Gayle, Charles","More Live","Knitting",2,"No","No","No"
"Gayle, Charles","Consecration","Black Saint",2,"No","No","No"
"Gayle, Charles","Solo In Japan","PSF",4,"No","No","No"
"Gaynair, Wilton","Blue Bogey","Jasmine",8,"No","No","No"
"Gebbia, Gianni","Body Limits","Splasch",4,"No","No","No"
"Geller, Herb","That Geller Feller","Fresh Sound",1,"No","No","Yes"
"Geller, Herb","HG Quartet 1993","VSOP",3,"No","No","No"
"Geller, Herb","Arthur Schwartz Songbook","Hep",8,"No","No","No"
"Georgia Melodians","GM 1924-1926","Timeless",10,"No","No","Yes"
"Georgians","Georgians 22-23 / 23-24","Retrieval",10,"No","No","Yes"
"Gerhardt, Bill","Stained Glass","Steeplechase",9,"No","No","No"
"Getz, Stan","Roost Quartets 1950-51","Roulette",1,"No","No","No"
"Getz, Stan","Complete Roost","Roost",4,"Yes","No","Yes"
"Getz, Stan","West Coast Sessions","Verve",4,"No","No","No"
"Getz, Stan","West Coast Jazz","Verve",5,"No","No","No"
"Getz, Stan","The Steamer","Verve",5,"No","No","No"
"Getz, Stan","Best Of The Roost Years","Roulette",1,"No","No","No"
"Getz, Stan","At Storyville","Blue Note",1,"No","No","No"
"Getz, Stan","Focus","Verve",1,"No","Yes","Yes"
"Getz, Stan","At The Shrine","Verve",2,"No","No","No"
"Getz, Stan","Nobody Else But Me","Verve",3,"No","No","Yes"
"Getz, Stan","Pure Getz","Concord",1,"No","No","No"
"Getz, Stan","Blue Skies","Concord",3,"No","No","No"
"Getz, Stan","Anniversary","Emarcy",1,"No","No","No"
"Getz, Stan","Serenity","Emarcy",1,"No","No","No"
"Getz, Stan","Getz/Gilberto","Verve",2,"No","No","No"
"Getz, Stan","Recorded Fall 1961","Verve",6,"No","No","No"
"Gibbs, Michael","Chrome Waterfall Orch","Ah Um",3,"No","No","No"
"Gibbs, Michael","Big Music","ACT",4,"No","No","No"
"Gibbs, Michael","MG","Deram",5,"No","No","No"
"Gibbs, Michael","MG / Tanglewood 63","Vocalion",10,"No","No","Yes"
"Gibbs, Terry","One More Time","Contemporary",8,"No","No","Yes"
"Gibson, David","Maya","Nagel Heyer",8,"No","No","No"
"Gill, John","Looking For A Little Bird","Stomp Off",4,"No","No","Yes"
"Gillespie, Dizzy","Shaw 'Nuff","Musicraft",1,"No","No","No"
"Gillespie, Dizzy","Groovin' High","Savoy",2,"No","No","No"
"Gillespie, Dizzy","Gillipsiana/Carnegie Hall","Verve",2,"No","No","No"
"Gillespie, Dizzy","DG Story 39-50","Proper",6,"No","No","No"
"Gillespie, Dizzy","Birk's Works","Verve",3,"No","Yes","Yes"
"Gillespie, Dizzy","Complete RCA","RCA",3,"Yes","No","Yes"
"Giuffre, Jimmy","Nineteen Sixty One","ECM",1,"No","No","No"
"Giuffre, Jimmy","Emphasis","Hat Art",2,"No","No","No"
"Giuffre, Jimmy","Free Fall","Columbia",3,"Yes","No","Yes"
"Giuffre, Jimmy","Diary Of Trio: Saturday","Owl",1,"No","No","No"
"Giuffre, Jimmy","Diary of Trio: Sunday","Owl",1,"No","No","No"
"Giuffre, Jimmy","JG Clarinet","Collectables",7,"No","No","No"
"Giuffre, Jimmy","Western Suite","Warner Bros",8,"No","No","No"
"Giuffre, Jimmy","JG 3","Atlantic",10,"No","No","Yes"
"Giuliani, Rosario","More Than Ever","Dreyfus",8,"No","No","Yes"
"Gjerstad, Frode","No Definitive","FMR",9,"No","No","No"
"Glasgow Improvisors Orch","Which Way Did He Go","FMR",8,"No","No","No"
"Glasper, Robert","Canvas","Blue Note",8,"No","No","Yes"
"Glenn, Tyree","TG 1947-1952","Classics",10,"No","No","Yes"
"Globe Unity Orch","Pearls","FMP",1,"No","No","No"
"Globe Unity Orch","20th Anniversary","FMP",2,"No","No","No"
"Globe Unity Orch","GU: 67 & 70","Atavistic",6,"No","No","Yes"
"Globe Unity Orch","GU 2002","Intakt",7,"No","No","No"
"Godard, Michel","Loose Wires","Enja",8,"No","No","No"
"Goldberg, Ben","Almost Never","Nuscope",8,"No","No","No"
"Goldberg, Ben","Door, Hat, Chair, Fact","Cryptogram",8,"No","No","Yes"
"Golia, Vinnie","Regards To Norma Desmond","Fresh Sound",3,"No","No","No"
"Golia, Vinnie","Sfumato","Clean Feed",9,"No","No","Yes"
"Golson, Benny","Groovin' With Golson","OJC",1,"No","No","Yes"
"Gonella, Nat","Georgia On My Mind","ASV",8,"No","No","No"
"Gonella, Nat","NG & His Georgians","Flapper",10,"No","No","Yes"
"Gonsalves, Paul","Gettin' Together","OJC",1,"No","No","Yes"
"Gonzales, Babs","Sunday Afternoon At Small's","Dauntless",10,"No","No","Yes"
"Gonzales, Dennis","Stefan","Silkheart",1,"No","No","Yes"
"Gonzales, Dennis","Debenge, Debenge","Silkheart",1,"No","No","No"
"Gonzales, Dennis","Earth and Heart","Konnex",2,"No","No","No"
"Gonzales, Dennis","Idle Wild","Clean Feed",9,"No","No","No"
"Gonzalez, Jerry","Crossroads","Milestone",3,"No","No","No"
"Gonzalez, Jerry","Fire Dance","Milestone",4,"No","No","No"
"Good, Brad","Nature Boy","Delmark",10,"No","No","Yes"
"Goodman, Benny","After You've Gone","RCA Bluebird",1,"No","No","No"
"Goodman, Benny","Complete Small Group","RCA",4,"No","Yes","Yes"
"Goodman, Benny","Birth of Swing ()","RCA",1,"No","No","No"
"Goodman, Benny","Carnegie Hall 1938","Columbia",5,"No","Yes","Yes"
"Goodman, Benny","Solo Flight","VJC",1,"No","No","No"
"Goodman, Benny","Harry James Years V2","Bluebird",3,"No","No","No"
"Goodman, Benny","Roll 'Em","VJC",1,"No","No","No"
"Goodman, Benny","Featuring Christian","Columbia",1,"No","No","No"
"Goodman, Benny","BG In Hi-Fi","Capitol",1,"No","No","Yes"
"Goodman, Benny","Plays Henderson","Hep",2,"No","No","No"
"Goodman, Benny","Plays Mundy","Hep",2,"No","No","No"
"Goodman, Benny","Plays Sauter","Hep",7,"No","No","No"
"Goodman, Benny","Undercurrent Blues","Capitol",3,"No","No","No"
"Goodman, Benny","Complete Capitol Trios","Capitol",5,"No","No","No"
"Goodman, Benny","BG 47-48","Classics",9,"No","No","No"
"Gordon, Dexter","Doin' Alright","Blue Note",1,"No","No","Yes"
"Gordon, Dexter","Nights at Keystone () V1 2 3","Blue Note",1,"No","No","No"
"Gordon, Dexter","Complete DG On Dial","Spotlite",3,"No","No","Yes"
"Gordon, Dexter","Our Man In Paris","Blue Note",1,"No","Yes","No"
"Gordon, Dexter","More Than You Know","Steeplechase",1,"No","No","Yes"
"Gordon, Dexter","Complete Trio/Qt 74-76","Steeplechase",8,"No","No","No"
"Gordon, Dexter","Complete Prestige","Prestige",9,"No","No","No"
"Gordon, Jon","Along The Way","Criss Cross",5,"No","No","No"
"Gordon, Jon","The Things You Are","ArtistShare",9,"No","No","No"
"Gordon, Wycliffe","What You Dealin' With","Criss Cross",6,"No","No","No"
"Gordon, Wycliffe","In The Cross","Criss Cross",8,"No","No","No"
"Goubert, Simon","Haiti","Seventh",2,"No","No","No"
"Goykovich, Dusko","Soul Connection","Enja",6,"No","No","No"
"Goykovich, Dusko","Bebop City","Enja",3,"No","No","No"
"Goykovich, Dusko","Portrait","Enja",7,"No","No","No"
"Graas, John","Jazzmantics","Lonehill",8,"No","No","No"
"Graewe, Georg","Saturn Cycle","Music & Arts",4,"No","No","No"
"Graewe, Georg","Melodie Und Rhythmus","Okkadisk",4,"No","No","No"
"Graewe, Georg","Fantasiestucke","Nuscope",7,"No","No","No"
"Graewe, Georg","Sonic Fiction","Hatology",9,"No","No","No"
"Granelli, Jerry","Broken Circle","Songlines",4,"No","No","No"
"Grappelli, Stephane","Tivoli Gardens","OJC",1,"No","Yes","No"
"Grappelli, Stephane","Grappelli Story","Verve",2,"No","No","No"
"Grappelli, Stephane","Reunion","Linn",3,"No","No","No"
"Grappelli, Stephane","Flamingo","Dreyfus",4,"No","No","No"
"Grappelli, Stephane","Jazz In Paris : Improvisations","Emarcy",10,"No","No","Yes"
"Gratkowski, Frank","Kollaps","Red Toucan",7,"No","No","No"
"Gray, Wardell","Memorial I & II","OJC",3,"No","No","Yes"
"Gray, Wardell","WG Properbox","Proper",7,"No","No","No"
"Green, Benny","Jazz At The Bistro","Telarc",7,"No","No","No"
"Green, Benny","Testifyin'","Blue Note",10,"No","No","Yes"
"Green, Grant","Idle Moments","Blue Note",1,"No","No","No"
"Green, Grant","Born To Be Blue","Blue Note",4,"No","No","Yes"
"Green, Grant","Complete with Sonny Clark","Blue Note",4,"No","Yes","No"
"Green, Grant","Street Of Dreams","Blue Note",4,"No","No","No"
"Green Room","Live Trajectories","Leo Lab",4,"No","No","No"
"Grenadier, Phil","Playful Intentions","Fresh Sound",8,"No","No","No"
"Gress, Drew","Irrational Numbers","Premonition",9,"No","No","No"
"Grey, Al","Snap Your Fingers","Verve",10,"No","No","Yes"
"Griffin, Francine","Song Bird","Delmark",9,"No","No","No"
"Griffin, Johnny","Sextet","OJC",2,"No","No","No"
"Griffin, Johnny","Bush Dance","Galaxy",8,"No","No","No"
"Griffin, Johnny","Return Of The Griffin","OJC",10,"No","No","Yes"
"Griffin, Johnny","A Blowing Session","Blue Note",10,"No","No","Yes"
"Grimes, Tiny","TG 1944-1949","Classics",10,"No","No","Yes"
"Grolnick, Don","Weaver Of Dreams","Blue Note",2,"No","No","No"
"Grolnick, Don","Nighttown","Blue Note",2,"No","No","No"
"Grolnick, Don","Complete Blue Note","Blue Note",4,"No","No","Yes"
"Grossman, Richard","Trio In Real Time","9 Winds",2,"No","No","No"
"Grossman, Richard","In The Air","9 Winds",2,"No","No","No"
"Grossman, Steve","I'm Confessin'","Dreyfus",10,"No","No","Yes"
"Grosz, Marty","Unsaturated Fats","Stomp Off",3,"No","No","No"
"Gryce, Gigi","And The Jazz Lab Quintet","OJC",10,"No","No","Yes"
"Gulda, Friedrich","FG At Birdland","RCA",10,"No","No","Yes"
"Gullin, Lars","Great LG Vol. 2 (Vinyl)","Dragon",1,"No","No","No"
"Gullin, Lars","Great LG Vol. 5 (V)","Dragon",1,"Yes","No","No"
"Gullin, Lars","LG Vol. 2","Dragon",2,"No","Yes","No"
"Gullin, Lars","Modern Sounds 53","Dragon",8,"No","No","No"
"Gullin, Lars","Danny's Dream","Dragon",8,"No","Yes","Yes"
"Gustafsson, Mats","Mouth Eating Trees","Okkadisk",4,"No","No","No"
"Gustafsson, Mats","The Thing","Crazy Wisdom",6,"No","No","Yes"
"Gustavsen, Tord","Changing Places","ECM",8,"No","No","Yes"
"Gustavsen, Tord","Being There","ECM",9,"No","No","No"
"Guy, Barry","Harmos","Intakt",1,"No","No","No"
"Guy, Barry","Arcus","Maya",1,"No","No","No"
"Guy, Barry","Fizzles","Maya",2,"No","No","No"
"Guy, Barry","Theoria","Intakt",3,"No","No","No"
"Guy, Barry","Study - Witch Gong Game","Maya",3,"No","No","Yes"
"Guy, Barry","Ode","Intakt",3,"Yes","No","Yes"
"Guy, Barry","Portraits","Intakt",3,"No","No","No"
"Guy, Barry","You Forget To Answer","Maya",4,"No","No","No"
"Guy, Barry","Double Trouble II","Intakt",4,"No","No","No"
"Guy, Barry","Odyssey","Intakt",7,"No","No","Yes"
"Guy, Barry","Symmetries","Maya",7,"No","No","No"
"Guy, Barry","Oort-Entropy","Intakt",8,"No","No","No"
"Guy, Barry","Portrait","Intakt",9,"No","No","No"
"Guy, Barry","Folio","ECM",9,"No","No","No"
"Haarla, Iro","Northbound","ECM",8,"No","No","No"
"Hackett, Bobby","Jazz Ultimate","Dormouse",1,"No","No","No"
"Hackett, Bobby","BH 1938-1940","Classics",10,"No","No","Yes"
"Haden, Charlie","Montreal Tapes I, II & IV","Verve",3,"No","No","No"
"Haden, Charlie","Beyond The Missouri Sky","Verve",4,"No","Yes","Yes"
"Haden, Charlie","None But The Lonely Heart","Naim",4,"No","No","No"
"Haden, Charlie","In Montreal","ECM",7,"No","No","No"
"Haden, Charlie","Nightfall","Naim",8,"No","No","No"
"Haden, Charlie","Quartet West","Verve",10,"No","No","Yes"
"Haden, Charlie","Liberation Music Orch","Impulse",10,"No","No","Yes"
"Haig, Al","Invitation","Spotlite",1,"No","No","No"
"Haig, Al","AH Trio Esoteric 38","Fresh Sound",3,"Yes","No","Yes"
"Haig, Al","AH Trio 45","Fresh Sound",3,"No","No","No"
"Haig, Al","3/13/54 One Day Session","Fresh Sound",9,"No","No","No"
"Hall, Edmond","EH In Copenhagen","Storyville",1,"No","No","No"
"Hall, Edmond","EH 36-44","Classics",3,"No","No","Yes"
"Hall, Edmond","Profoundly Blue","Blue Note",5,"No","No","No"
"Hall, Jim","Dialogues","Telarc",4,"No","No","Yes"
"Hall, Jim","Concierto","CTI",6,"No","Yes","No"
"Hall, Jim","Magic Meeting","ArtistShare",8,"No","No","No"
"Hall, Jim","Duologues","Camjazz",8,"No","No","No"
"Hallberg, Bengt","Time On My Hands","Impro Komp",3,"No","No","No"
"Hallberg, Bengt","All-Star 1953-1954","Dragon",10,"No","No","Yes"
"Halley, Rich","Mountains & Plains","Louie",8,"No","No","No"
"Hamilton, Chico","Arroyo","Soul Note",10,"No","No","Yes"
"Hamilton, Chico","Live At The Strollers","Fresh Sound",10,"No","No","Yes"
"Hamilton, Jimmy","Swing Low Sweet Clarinet","Fresh Sound",10,"No","No","Yes"
"Hamilton, Scott","Race Point","Concord",1,"No","No","No"
"Hamilton, Scott","East Of The Sun","Concord",2,"No","No","No"
"Hamilton, Scott","Organic Duke","Concord",3,"No","No","No"
"Hamilton, Scott","Plays Ballads","Concord",4,"No","Yes","Yes"
"Hamilton, Scott","From The Beginning","Concord",7,"No","No","Yes"
"Hampel, Gunter","The Eighth of July 1969","Birth",10,"No","No","Yes"
"Hampton, Lionel","Just Jazz","MCA",1,"No","No","No"
"Hampton, Lionel","Hot Mallets Vol. 1","Bluebird",1,"No","No","No"
"Hampton, Lionel","Tempo & Swing Vol. 3","Bluebird",2,"No","No","No"
"Hampton, Lionel","Chicago Jazz Concert","Columbia",1,"No","No","No"
"Hampton, Lionel","LH 1937-38","Classics",,"No","Yes","Yes"
"Hampton, Lionel","Compact Jazz: LH","Verve",1,"No","No","No"
"Hampton, Lionel","Salle Pleyel 1971","Laserlight",10,"No","No","Yes"
"Hampton, Slide","Roots","Criss Cross",1,"No","No","Yes"
"Hancock, Herbie","Maiden Voyage","Blue Note",1,"Yes","No","Yes"
"Hancock, Herbie","Empyrean Isles","Blue Note",4,"No","No","No"
"Hancock, Herbie","Headhunters","Columbia",2,"Yes","Yes","Yes"
"Hancock, Herbie","Complete Blue Note 60s","Blue Note",5,"No","No","No"
"Hancock, Herbie","HH Box","Columbia",7,"No","No","No"
"Handy, Craig","Flow","Sirocco",8,"No","No","No"
"Handy, John","New View","Koch",5,"No","No","Yes"
"Hanna, Sir Roland","Persia My Dear","DIW",10,"No","No","Yes"
"Hansen, Mads","Doorbell","Cope",8,"No","No","No"
"Harada, Masashi","Enterprising Mass of Celia","Emanem",8,"No","No","No"
"Harada, Masashi","Enter The Continent","Emanem",8,"No","No","No"
"Hardee, John","JH 1946-1948","Classics",10,"No","No","Yes"
"Hargrove, Roy","Parker's Mood","Verve",10,"No","No","Yes"
"Harper, Billy","On Tour In Far East 2","Steeplechase",2,"No","No","No"
"Harper, Billy","Somalia","Evidence",4,"No","No","No"
"Harper, Billy","Soul Of An Angel","Metropolitan",7,"No","No","No"
"Harper, Billy","Black Saint","Black Saint",10,"No","No","Yes"
"Harrell, Tom","Visions","Contemporary",2,"No","No","Yes"
"Harrell, Tom","Sail Away","Contemporary",3,"No","No","No"
"Harrell, Tom","Passages","Chesky",3,"No","No","No"
"Harrell, Tom","Labyrinth","RCA",4,"No","Yes","No"
"Harrell, Tom","Light On","High Note",9,"No","No","No"
"Harriott, Joe","Free Form","Redial",5,"No","No","No"
"Harriott, Joe","Abstract","Redial",8,"No","No","Yes"
"Harris, Barry","Maybeck Vol. 12","Concord",1,"No","No","No"
"Harris, Barry","Magnificent","OJC",5,"No","Yes","Yes"
"Harris, Beaver","Beautiful Africa","Soul Note",2,"No","No","No"
