"musician","album","label","edit","crow","core","thou"
"Konitz, Lee","With Warne Marsh","Warner Bros",,"No","Yes","No"
"Konitz, Lee","Subconscious Lee","OJC",10,"No","No","Yes"
"Kornstad, Hakon","8 Tunes We Like","Moserobie",8,"No","No","No"
"Kowald, Peter","Duos Europa","FMP",1,"No","No","No"
"Kowald, Peter","Duos America","FMP",1,"No","No","No"
"Kowald, Peter","Europa America Japan","FMP",1,"No","No","No"
"Kowald, Peter","When The Sun Is Out...","FMP",3,"No","No","No"
"Kowald, Peter","Was Da Ist","FMP",3,"Yes","No","Yes"
"Kreisberg, Jonathan","South Of Everywhere","Mel Bay",9,"No","No","No"
"Krivda, Ernie","Plays EK I II","CIMP",7,"No","No","No"
"Krog, Karin","Free Style","Odin",2,"No","No","No"
"Krog, Karin","Jubilee: Best Of 30 Years","Verve",3,"No","No","No"
"Krog, Karin","One On One","Meantime",5,"No","No","No"
"Krog, Karin","Bluesand","Meantime",5,"No","No","No"
"Krog, Karin","Seagull","Grappa",9,"No","No","No"
"Krog, Karin","Some Other Spring","Meantime",10,"No","No","Yes"
"Krupa, Gene","GK 1939-1940","Classics",10,"No","No","Yes"
"Kuhn, Joachim","From Time To Time Free","CMP",1,"No","No","No"
"Kuhn, Joachim","Triple Entente","Mercury",5,"No","No","No"
"Kuhn, Steve","Best Things","Reservoir",6,"No","No","Yes"
"Kuryokhin, Sergey","Combinations Of Fingers","Leo",10,"No","No","Yes"
"Lacy, Steve","More Monk","Soul Note",1,"No","No","No"
"Lacy, Steve","Reflections","OJC",1,"No","No","No"
"Lacy, Steve","Chirps","FMP",1,"No","No","No"
"Lacy, Steve","Futurities","Hat Art",1,"No","No","No"
"Lacy, Steve","Scratching The 70s","Saravah",4,"No","No","No"
"Lacy, Steve","Morning Joy","Hat Art",1,"No","No","No"
"Lacy, Steve","Live In Budapest","West Wind",1,"No","No","No"
"Lacy, Steve","Sempre Amore","Soul Note",1,"No","No","No"
"Lacy, Steve","Communique","Soul Note",4,"No","No","No"
"Lacy, Steve","Spirit Of Mingus","Freelance",1,"No","No","No"
"Lacy, Steve","School Days","Hat Art",2,"No","No","No"
"Lacy, Steve","Forest + Zoo","ESP",2,"No","No","No"
"Lacy, Steve","Hooky","Emanem",6,"No","No","No"
"Lacy, Steve","Weal & Woe","Emanem",4,"No","No","Yes"
"Lacy, Steve","We See","Hat Art",2,"No","No","No"
"Lacy, Steve","Vespers","Soul Note",2,"No","No","No"
"Lacy, Steve","5 X Monk 5 X Lacy","Silkheart",4,"No","Yes","Yes"
"Lacy, Steve","Actuality","Cavity",4,"No","No","No"
"Lacy, Steve","Five Facings","FMP",4,"No","No","No"
"Lacy, Steve","Holy La","Freelance",7,"No","No","No"
"Lacy, Steve","Straight Horn of SL","Candid",10,"No","No","Yes"
"Ladd's Black Aces","LBA 1921-1924","Timeless",10,"No","No","Yes"
"Lake, Oliver","Compilation","Gramavision",1,"No","No","No"
"Lake, Oliver","Zaki","Hat Art",2,"No","No","No"
"Lake, Oliver","Dat Love","Passin Thru",8,"No","No","Yes"
"LambertHendricksRoss","Hottest Group In Jazz","Columbia",7,"No","No","No"
"LambertHendricksRoss","Sing A Song Of Basie","Verve",10,"No","No","Yes"
"Land, Harold","Damisi","Mainstream",1,"No","No","No"
"Land, Harold","The Fox","OJC",10,"No","No","Yes"
"Lane, Adam","New Magical Kingdom","Clean Feed",9,"No","No","Yes"
"Lang, Eddie","Quintessential EL 25-32","Timeless",4,"No","No","Yes"
"La Roca, Pete","Basra","Blue Note",10,"No","No","Yes"
"Lasha, Prince","Journey To Zoar","Enja",1,"No","No","No"
"Last Exit","Last Exit","Enemy",1,"No","No","No"
"Last Exit","The Noise Of Trouble","Enemy",1,"No","No","No"
"Lateef, Yusef","Tenors YL & Archie Shepp","Yal",2,"No","No","No"
"Lateef, Yusef","Eastern Sounds","OJC",10,"No","No","Yes"
"Law, John","Exploded On Impact","Slam",2,"No","No","No"
"Law, John","Giant Leaves","FMR",4,"No","No","No"
"Law, John","Extremely Quartet","Hat Art",4,"No","No","No"
"Laws, Hubert","Laws Of Jazz","Rhino",10,"No","No","Yes"
"Lawson, Chad","Dear Dorothy","Summit",9,"No","No","No"
"Lawson, Yank","Something Old...","Audiophile",2,"No","No","Yes"
"Lazro, Daunik","Outlaws In Jazz","Bleu Regard",9,"No","No","No"
"Lazro, Daunik","AHO & Orchestra","Bleu Regard",9,"No","No","No"
"Leandre, Joelle","C'est Ca","Red Toucan",7,"No","No","No"
"Leandre, Joelle","Firedance","Red Toucan",8,"No","No","No"
"Leandre, Joelle","Winter in New York","Leo",9,"No","No","Yes"
"Lee, Jeanne","Natural Affinities","Owl",7,"No","No","No"
"Lee, Jeanne","Freedom Of The Universe","Birth",10,"No","No","Yes"
"Legrand, Michel","Legrand Jazz","Philips",3,"No","No","Yes"
"Lehman, Steve","Interface","Clean Feed",8,"No","No","No"
"Lehman, Steve","Demian As Posthuman","Pi",8,"No","No","Yes"
"Lehman, Steve","On Meaning","Pi",9,"No","No","No"
"Leijonhufvud, Johan","Happy Farm","Sittel",4,"No","No","No"
"Leitch, Peter","Autobiography","Reservoir",8,"No","No","No"
"Lemon, Brian","Anthology","Zephyr",8,"No","No","No"
"Lemon, Brian","But Beautiful","Zephyr",10,"No","No","Yes"
"Leonard, Harlan","HL & Rockets 1940","Classics",10,"No","No","Yes"
"Lerner, Marilyn","Birds Are Returning","Jazz Focus",5,"No","No","No"
"Levin, Daniel","Don't Go It Alone","Riti",8,"No","No","No"
"Levy, Jed","Mood Ellington","Steeplechase",8,"No","No","No"
"Levy,Lou","Ya Know","Verve",2,"No","No","No"
"Lewis, George (tbn)","Homage to C. Parker","Black Saint",1,"Yes","No","Yes"
"Lewis, George (tbn)","Shadowgraph","Black Saint",2,"No","No","No"
"Lewis, George (tbn)","Endless Shout","Tzadik",6,"No","No","Yes"
"Lewis, George (tbn)","Sequel","Intakt",9,"No","No","No"
"Lewis, George","GL With Kid Shots","American",1,"No","No","No"
"Lewis, George","GL & NO Stompers V1","American",10,"No","No","Yes"
"Lewis, George","GL & NO Stompers V2","American",3,"No","No","Yes"
"Lewis, George","Trios And Bands","American",1,"No","No","No"
"Lewis, George","Beverley Caverns Sessions","Good Time",3,"No","No","No"
"Lewis, George","Endless The Trek","American",4,"No","No","No"
"Lewis, George","Jazz Funeral in NO","Tradition",7,"No","Yes","Yes"
"Lewis, George","Jazz in Classic NO Tradition","OJC",,"No","Yes","No"
"Lewis, John","Private Concert","Emarcy",2,"No","No","No"
"Lewis, John","Modern Jazz Society","Verve",5,"Yes","No","No"
"Lewis, John","JL Piano / International","Collectables",6,"No","No","No"
"Lewis, John","Golden Striker / Abstractions","Collectables",6,"No","No","Yes"
"Lewis, John","Evolution","Atlantic",5,"No","No","Yes"
"Lewis, John","Evolution II","Atlantic",6,"No","No","No"
"Lewis, Meade Lux","1927-1939","Classics",2,"No","Yes","Yes"
"Lewis, Meade Lux","Boogies and Blues","Topaz",4,"No","No","No"
"Lewis, Ramsey","The In Crowd","Universal",10,"No","No","Yes"
"Liebman, David","Double Edge","Storyville",1,"No","No","No"
"Liebman, David","Setting The Standard","Red",2,"No","No","No"
"Liebman, David","Miles Away","Owl",4,"No","No","No"
"Liebman, David","Drum Ode","ECM",7,"No","No","Yes"
"Liebman, David","Voyage","Evidence",7,"No","No","No"
"Liebman, David","Colors","Hatology",7,"No","No","No"
"Liebman, David","Distance Runner","Hatology",8,"No","No","No"
"Liebman, David","Back On The Corner","Tone Center",9,"No","No","No"
"Liebman, David","Loneliness Of Long Distance","CMP",10,"No","No","Yes"
"Lifetime","Ultimate Tony Williams","Verve",5,"No","No","No"
"Lifetime","Turn It Over","Polygram",10,"No","No","Yes"
"Lightsey, Kirk","Goodbye Mr Evans","Evidence",5,"No","No","No"
"Lightsey, Kirk","Nights Of Bradley's","Sunnyside",9,"No","No","No"
"Lincoln, Abbey","A Turtle's Dream","Verve",3,"No","No","No"
"Lincoln, Abbey","Who Used To Dance","Verve",3,"No","No","No"
"Lincoln, Abbey","Abbey Sings Abbey","Verve",9,"No","No","No"
"Lincoln, Abbey","Abbey is Blue","OJC",10,"No","No","Yes"
"Lincoln Center JO","A Love Supreme","Palmetto",9,"No","No","Yes"
"Lind, Ove","Summer Night","Phontastic",2,"No","No","No"
"Lind, Ove","One Morning In May","Phontastic",5,"No","No","No"
"Lindberg, John","Dodging Bullets","Black Saint",2,"No","No","Yes"
"Lindberg, John","Dimension 5","Black Saint",4,"No","No","No"
"Lindberg, John","Luminosity","Music & Arts",4,"No","No","No"
"Lindberg, John","Resurrection of Dormant Soul","Black Saint",4,"No","No","No"
"Lindberg, John","Bounce","Black Saint",5,"No","No","No"
"Lindberg, John","Ruminations Upon Ives","Between Lines",7,"No","No","No"
"Lindberg, John","Winter Birds","Between",8,"No","No","No"
"Lindberg, Nils","Sax Appeal & Trisection","Dragon",3,"No","No","No"
"Lindemann, Francois","Different Masks","Plainisphare",1,"No","No","No"
"Liston, Melba","And Her 'Bones","Fresh Sound",10,"No","No","Yes"
"Little, Booker","BL & Friend","Bethlehem",7,"No","Yes","No"
"Little, Booker","Out Front","Candid",10,"No","No","Yes"
"Lloyd, Charles","Just Before Sunrise","32 Jazz",5,"No","No","No"
"Lloyd, Charles","Voice In The Night","ECM",5,"No","No","Yes"
"Lloyd, Charles","Sangam","ECM",8,"No","No","No"
"Lloyd, Charles","Rabe De Nube","ECM",9,"No","No","No"
"Lloyd, Charles","Dream Weaver","Collectables",10,"No","No","Yes"
"Lloyd, Jon","Head","Leo",2,"No","No","No"
"Lloyd, Jon","By Confusion","Leo",4,"No","No","No"
"Lloyd, Jon","Praxis","FMR",4,"No","No","No"
"Lloyd, Jon","Four And Five","Hatology",5,"No","No","No"
"Locke, Joe","But Beautiful","Steeplechase",2,"No","No","No"
"Locke, Joe","Wire Walker","Steeplechase",2,"No","No","No"
"Locke, Joe","Very Early","Steeplechase",3,"No","No","No"
"Locke, Joe","For The Love Of You","E1",10,"No","No","Yes"
"Lockwood, Didier","Out of The Blue","JMS",3,"No","No","No"
"Logan, Giuseppi","Quartet","ESP",2,"No","No","No"
"London, Frank","Scientist At Work","Tzadik",8,"No","No","No"
"Lopez, Ramon","Songs of Spanish Civil War","Leo",8,"No","No","No"
"Lossing, Russ","Phrase 6","Fresh Sound",9,"No","No","No"
"Louisiana Repertory","Hot Sweet Sounds Lost NO","Stomp Off",2,"No","No","No"
"Louiss, Eddy","Trios And Bands","Dreyfus",5,"No","No","No"
"Louiss, Eddy","Trio","Dreyfus",9,"No","No","No"
"Lovano, Joe","One Time Out","Soul Note",1,"No","No","No"
"Lovano, Joe","Landmarks","Blue Note",1,"No","No","No"
"Lovano, Joe","Sounds Of Joy","Enja",1,"No","No","No"
"Lovano, Joe","From The Soul","Blue Note",2,"Yes","No","Yes"
"Lovano, Joe","Rush Hour","Blue Note",4,"No","No","No"
"Lovano, Joe","Trio Fascination (Edition 1)","Blue Note",5,"No","No","No"
"Lowe, Allan","Dark Was The Night","Music & Arts",3,"No","No","No"
"Lowe, Frank","Decision In Paradise","Soul Note",1,"No","No","No"
"Lowe, Frank","Black Beings","ESP",2,"No","No","No"
"Lowe, Frank","The Flam","Black Saint",4,"No","No","No"
"Lowe, Frank","Exotic Heartbreak","Soul Note",2,"No","No","No"
"Lowe, Frank","Live From Soundscape","DIW",4,"No","No","No"
"Lowe, Frank","Bodies & Souls","CIMP",3,"No","No","Yes"
"Lowe, Mundell","Quartet","OJC",2,"No","No","No"
"Lowe, Mundell","When Lights Are Low","Acoustic",9,"No","No","Yes"
"Lunceford, Jimmie","JL 1930-1934","Classics",1,"No","No","Yes"
"Lunceford, Jimmie","Stomp It Off","MCA",1,"No","No","No"
"Lundy, Carmen","Jazz & New Songbook","Afrasia",9,"No","No","No"
"Lynch, Brian","Fushsia / Red","Cellar Live",8,"No","No","Yes"
"Lyons, Jimmy","Burnt Offering","Black Saint",1,"No","No","No"
"Lyons, Jimmy","Jump Up","Hat Art",2,"No","No","No"
"Lyons, Jimmy","Box Set","Ayler",7,"No","No","No"
"Lyons, Jimmy","Give It Up","Black Saint",10,"No","No","Yes"
"Lyttleton, H.","Tribute To Humph, Vol. 8","Dormouse",1,"No","No","No"
"Lyttleton, H.","Back To The Sixties","Philips",1,"No","No","No"
"Lyttleton, H.","Parlophones I-IV","Calligraph",5,"No","Yes","Yes"
"Lyttleton, H.","Triple Exposure","Calligraph",7,"No","No","No"
"Mabern, Harold","Straight Street","DIW",2,"No","No","No"
"Mabern, Harold","Bright Side","DIW",2,"No","No","No"
"Mabern, Harold","Mabern's Grooveyard","DIW",4,"No","No","No"
"Mabern, Harold","A Few Miles From Memphis","Prestige",10,"No","No","Yes"
"Macdonald, Laura","Awakenings","Spartacus",7,"No","No","No"
"Macdonald, Raymond","Delphinius & Lyra","Clean Feed",9,"No","No","No"
"Maguire, Carl","Floriculture","Between Lines",8,"No","No","No"
"Mahanthappa, Rudresh","Codebook","Pi",9,"No","No","Yes"
"Mahavishnu Orchestra","Inner Mounting Flame","Columbia",1,"No","No","Yes"
"Mahavishnu Orchestra","Original Album Classics","Columbia",9,"No","No","No"
"Mahogany, Kevin","Another Time, Another Place","Warner Bros",4,"No","No","No"
"Mahogany, Kevin","Big Band","Mahogany",8,"No","No","No"
"Makowicz, Adam","Music Of Jerome Kern","Concord",3,"No","No","No"
"Malaby, Tony","Tamarindo","Clean Feed",9,"No","No","Yes"
"Malik, Raphe","Sympathy","Boxholder",8,"No","No","No"
"Malinverni, Pete","A Very Good Year","Reservoir",8,"No","No","No"
"Malinverni, Pete","Joyful","ArtistShare",9,"No","No","No"
"Malinverni, Pete","Invisible Cities","Reservoir",10,"No","No","Yes"
"Mance, Junior","Junior's Blues","OJC",7,"No","No","Yes"
"Mance, Junior","For Dancers Only","Sackville",8,"No","No","No"
"Maneri, Joe","Get Ready To Receive","Leo Lab",4,"No","No","No"
"Maneri, Joe","Dahabenzapple","Hat Art",4,"No","No","No"
"Maneri, Joe","Coming Down Mountain","Hatology",4,"No","No","No"
"Maneri, Joe","3 Men Walking","ECM",4,"No","No","Yes"
"Maneri, Joe","Trio Concerts","Leo",6,"No","No","No"
"Maneri, Joe","Going To Church","AUM",7,"No","No","No"
"Maneri, Mat","So What","Hatology",5,"No","No","No"
"Maneri, Mat","Sustain","Thirsty Ear",7,"No","No","No"
"Maneri, Mat","For Consequence","Leo",7,"No","No","No"
"Maneri, Mat","Pentagon","Thirsty Ear",8,"No","No","No"
"Mangelsdorff, Albert","3 Originals","MPS",2,"No","No","No"
"Mangelsdorff, Albert","3 O: Never Let It End","MPS",3,"No","No","No"
"Mangelsdorff, Albert","Triplicity","Skip",8,"No","No","No"
"Mangelsdorff, Albert","Trombonliness","Sackville",10,"No","No","Yes"
"Mann, Herbie","Flute Flight","OJC",8,"No","No","No"
"Mann, Herbie","Great Ideas of Western Mann","OJC",8,"No","No","No"
"Mann, Herbie","Memphis Underground","Atlantic",10,"No","No","Yes"
"Manne, Shelly","The Three And The Two","OJC",1,"No","No","No"
"Manne, Shelly","At The Blackhawk 1-5","OJC",1,"Yes","Yes","Yes"
"Manne, Shelly","Live At Mannehole 1&2","OJC",2,"No","No","No"
"Manne, Shelly","Perk Up","Concord",5,"No","No","No"
"Manone, Wingy","WM 1934-1935","Classics",10,"No","No","Yes"
"Mantilla, Ray","Dark Powers","Red",6,"No","No","No"
"Mantler, Michael","Live","Watt",1,"No","No","No"
"Mantler, Michael","Cerco Un Paese Innocente","ECM",4,"No","No","No"
"Mantler, Michael","No Answer/Silence","Watt",5,"No","No","No"
"Mantler, Michael","Movies/More Movies","Watt",5,"No","No","No"
"Mantler, Michael","Hide and Seek","ECM",6,"No","No","No"
"Mantooth, Frank","Ladies Sing For Lovers","MCG Jazz",8,"No","No","No"
"Manusardi, Guido","The Village Fair","Soul Note",4,"No","No","No"
"Marcus, Michael","This Happening","Justin Time",4,"No","No","Yes"
"Marcus, Michael","Blue Reality","Soul Note",7,"No","No","No"
"Marcus, Michael","Magic Door","Not Two",9,"No","No","No"
"Marcus, Steve","Tomorrow Never Knows","Water Music",10,"No","No","Yes"
"Margitza, Rick","Work It","Steeplechase",3,"No","No","No"
"Mariano, Charlie","Savannah Samurai","Jazzline",10,"No","No","Yes"
"Marie, Rene","Vertigo","Maxjazz",7,"Yes","No","No"
"Marie, Rene","Experiment In Truth","Rene Marie",9,"No","No","No"
"Marmarosa, Dodo","Dial Complete","Spotlite",10,"No","No","Yes"
"Marsala, Joe","JM 1936-1942","Classics",10,"No","No","Yes"
"Marsalis, Branford","Scenes In The City","Columbia",10,"No","No","Yes"
"Marsalis, Ellis","Classic EM","Boplicity",10,"No","No","Yes"
"Marsalis, Wynton","Wynton Marsalis","Columbia",1,"No","No","No"
"Marsalis, Wynton","Black Codes","Columbia",1,"No","Yes","No"
"Marsalis, Wynton","J Mood","Columbia",1,"No","Yes","Yes"
"Marsalis, Wynton","Citi Movement","Columbia",2,"No","No","No"
"Marsalis, Wynton","Mr Jelly Lord","Columbia",5,"No","No","Yes"
"Marsalis, Wynton","Live At The VV","Columbia",5,"No","No","No"
"Marsalis, Wynton","House of Tribes","Blue Note",8,"No","No","Yes"
"Marsh, Warne","Ne Plus Ultra","Hat Art",1,"No","No","Yes"
"Marsh, Warne","Star Highs","Criss Cross",10,"No","No","Yes"
"Marsh, Warne","Music For Prancing","VSOP",10,"No","No","Yes"
"Martin, Claire","Make This City Ours","Linn",4,"No","No","Yes"
"Martin, Claire","He Never Mentioned Love","Linn",9,"No","No","No"
"Martino, Pat","Remember, Tribute to Wes","Blue Note",8,"No","No","No"
"Martino, Pat","Footprints","Savoy",10,"No","No","Yes"
"Masekela, Hugh","Stimela","VSOP",4,"No","No","No"
"Masekela, Hugh","Lasting Impressions of Ooga","Verve",10,"No","No","Yes"
"Maupin, Bennie","Jewel In Lotus","ECM",10,"No","No","Yes"
"May, Tina","One Fine Day","33 Jazz",6,"No","No","No"
"May, Tina","More Than You Know","33 Jazz",8,"No","No","No"
"May, Tina","Ray Bryant Songbook","33 Jazz",9,"No","No","Yes"
"Mays, Bill","Summer Sketches","Palmetto",7,"No","No","No"
"Mays, Bill","Live At Jazz Standard","Palmetto",8,"No","No","No"
"Mazur, Marilyn","Small Labyrinths","ECM",10,"No","No","Yes"
"McBride, Christian","Fingerpainting","Verve",4,"No","No","No"
"McClure, Ron","Descendants","Bellaphon",1,"No","No","No"
"McClure, Ron","Closer To Your Tears","Steeplechase",4,"No","No","No"
"McClure, Ron","Soft Hands","Steeplechase",9,"No","Yes","Yes"
"McCorkle, Susannah","Quality Of Mercer","JazzAlliance",3,"No","No","No"
"McGann, Bernie","Blues For Pablo Too","Rufus",8,"No","No","No"
"McGhee, Howard","with Milt Jackson","Savoy",2,"No","No","No"
"McGhee, Howard","Maggie's Back In Town","OJC",10,"No","No","Yes"
"McIntyre, Ken","Chasing The Sun","Steeplechase",4,"No","No","No"
"McIntyre, Ken","In The Wind","Passin Thru",8,"No","No","Yes"
"McIntyre, Maurice","Morning Song","Delmark",7,"No","No","Yes"
"McKenna, Dave","Giant Strides","Concord",3,"No","No","No"
"McKenna, Dave","Handful Of Stars","Concord",10,"No","No","Yes"
"McKinney's Cotton","Band Don Redmond Built","Bluebird",1,"No","No","No"
"McKinney's Cotton","Put It There Vol1","Frog",5,"No","No","Yes"
"McKinney's Cotton","Cotton Picker's Scat Vol2","Frog",5,"No","No","Yes"
"McKusick, Hal","Complete Galbraith, Hinton","Lonehill",8,"No","No","No"
"McLaughlin, John","Extrapolation","Polydor",1,"Yes","No","Yes"
"McLaughlin, John","Where Fortune Smiles","BGO",3,"No","No","No"
"McLaughlin, John","Que Alegria","Verve",1,"No","No","No"
"McLaughlin, John","Live In Paris","Verve",5,"No","No","No"
"McLaughlin, John","Montreux Concerts","Warner Bros",7,"No","No","No"
"McLean, Jackie","New Soil","Blue Note",1,"No","No","Yes"
"McLean, Jackie","Let Freedom Ring","Blue Note",1,"No","Yes","No"
"McLean, Jackie","Live At Montmartre","Steeplechase",1,"No","No","Yes"
"McLean, Jackie","Dynasty","Triloka",1,"No","No","No"
"McNeely,Jim","Maybeck Hall Vol. 20","Concord",2,"No","No","No"
"McNeely,Jim","Group Therapy","Omnitone",7,"No","No","No"
"McPartland, Marion","Portrait Of MM","Concord",1,"No","No","No"
"McPartland, Marion","Alec Wilder","JazzAlliance",2,"No","No","No"
"McPartland, Marion","In My Life","Concord",2,"No","Yes","No"
"McPartland, Marion","Contrasts","JazzAlliance",7,"No","No","Yes"
"McPartland, Marion","Windows","Concord",7,"No","No","No"
"McPhee, Joe","Linear B","Hat Art",1,"No","No","No"
"McPhee, Joe","Oleo + Future","Hat Art",2,"No","No","No"
"McPhee, Joe","Giuffre","Celp",2,"No","No","No"
"McPhee, Joe","Sweet Freedom","Hat Art",3,"No","No","No"
"McPhee, Joe","As Serious As Your Life","Hatology",4,"No","No","Yes"
"McPhee, Joe","Legend Street One","CIMP",4,"No","No","No"
"McPhee, Joe","Meeting In Chicago","Okkadisk",4,"No","No","No"
"McPhee, Joe","Common Threads","Deep Listen",8,"No","No","No"
"McPhee, Joe","Everything Happens","Roaratorio",8,"No","No","No"
"McPhee, Joe","In Finland","Cadence",8,"No","No","No"
"McPhee, Joe","Playing With Elements","CIMP",8,"No","No","No"
"McPhee, Joe","Common Threads","Deep Listen",9,"No","No","No"
"McPhee, Joe","Dream Book","Cadence",9,"No","No","No"
"McPherson, Charles","Beautiful!","Xanadu",1,"No","No","No"
"McPherson, Charles","Come Play With Me","Arabesque",5,"No","No","No"
"McPherson, Charles","Is That It? No But","Vega Art",7,"No","No","No"
"McPherson, Charles","Tribute to Parker","Clarion",8,"No","No","No"
"McPherson, Charles","Be-Bop Revisited","OJC",10,"No","No","Yes"
"McRae, Carmen","Sings Lover Man","Columbia",4,"No","No","Yes"
"McRae, Carmen","I'll Be Seeing You","GRP",5,"No","No","No"
"McShann, Jay","Early Bird","Spotlite",8,"No","No","No"
"McShann, Jay","Last Of The Blue Devils","Koch",10,"No","No","Yes"
"Medeski Martin & Wood","Combustification","Blue Note",5,"No","No","No"
"Mehldau, Brad","Introducing","Warner Bros",3,"No","No","No"
"Mehldau, Brad","Art of Trio I","Warner Bros",4,"No","Yes","No"
"Mehldau, Brad","Art of Trio II","Warner Bros",4,"No","No","Yes"
"Mehldau, Brad","Art of Trio IV","Warner Bros",4,"No","No","No"
"Mehldau, Brad","Anything Goes","Warner Bros",7,"No","No","No"
"Mehta, Rajesh","Window Shopping","True Muze",7,"No","No","No"
"Melford, Myra","Even The Sound Shines","Hat Art",3,"No","No","No"
"Melford, Myra","Big Picture","Cryptogram",9,"No","No","Yes"
"Melle, Gil","Gil's Guests","OJC",1,"No","No","No"
"Melle, Gil","Primitive Modern","OJC",2,"No","No","No"
"Melly, George","Nuts/Son Of Nuts","Warner Bros",10,"No","No","Yes"
"Mendoza, Vince","Jazzpana","ACT",9,"No","No","No"
"Mengelberg, Misha","Impromptus","FMP",1,"No","No","No"
"Mengelberg, Misha","Mix","ICP",3,"No","No","No"
"Mengelberg, Misha","Who's Bridge","Avant",3,"No","No","No"
"Mengelberg, Misha","No Idea","DIW",4,"No","No","No"
"Mengelberg, Misha","Root Of The Problem","Hatology",4,"No","No","No"
"Mengelberg, Misha","Four In One","Songlines",8,"No","No","No"
"Mengelberg, Misha","Solo","Buzz",9,"No","No","No"
"Merrell, Helen","with Clifford Brown","Emarcy",2,"No","Yes","Yes"
"Merrell, Helen","Clear Out Of This World","Emarcy",2,"No","No","No"
"Merrell, Helen","Brownie","Verve",2,"No","No","No"
"Merrell, Helen","You and the Night","Verve",4,"No","No","No"
"Merrell, Helen","Feeling Is Mutual","Emarcy",7,"No","No","No"
"Merrell, Helen","Shade Of Difference","Emarcy",7,"No","No","No"
"Merrell, Helen","No Tears No Goodbyes","Sunnyside",9,"No","No","No"
"Metheny, Pat","Song X","Geffen",1,"No","No","Yes"
"Metheny, Pat","Bright Size Life","ECM",10,"No","No","Yes"
"Mevel, Gael","La Promesse Du Chant","Leo",8,"No","No","No"
"Mezzrow, Mezz","King Jazz Story:Vol 3","Storyville",1,"No","No","No"
"Microscopic Septet","Seven Men in Neckties","Cuneiform",9,"No","No","Yes"
"Microscopic Septet","Surrealistic Swing","Cuneiform",9,"No","No","No"
"Mikkelborg, Palle","Heart To Heart","Storyville",10,"No","No","Yes"
"Milder, Joachim","Life In Life","Dragon",1,"No","No","No"
"Miles, Ron","Women's Day","Gramavision",4,"No","No","No"
"Miles, Ron","Laughing Barrel","Sterling Circle",7,"No","No","No"
"Miller, Harry","Collection","Ogun",5,"No","No","Yes"
"Miller, Mulgrew","Hand In Hand","Novus",2,"No","No","No"
"Miller, Mulgrew","With Our Own Eyes","Novus",3,"No","No","No"
"Miller, Mulgrew","Work","Landmark",10,"No","No","Yes"
"Millinder, Lucky","LM 1943-1947","Classics",10,"No","No","Yes"
"Mills Band","33-34","Classics",2,"No","No","No"
"Mills Band","Blue Rhythm","Hep",10,"No","No","Yes"
"Minafra, Pino","Sudori","Victo",3,"No","No","No"
"Mingus, Charles","Complete Debut","Debut",1,"No","No","Yes"
"Mingus, Charles","Pithecanthropus Erectus","Atlantic",1,"No","Yes","Yes"
"Mingus, Charles","Mingus At Antibes","Atlantic",1,"No","No","No"
"Mingus, Charles","CM Presents CM","Candid",1,"No","Yes","Yes"
"Mingus, Charles","Black Saint And The Sinner Lady","Impulse",1,"Yes","No","Yes"
"Mingus, Charles","Town Hall Concert 1964","OJC",1,"No","No","No"
"Mingus, Charles","Portrait","Prestige",1,"No","No","No"
"Mingus, Charles","Meditations On...","Bandstand",1,"No","No","No"
"Mingus, Charles","13 Pictures","Rhino",2,"No","No","No"
"Mingus, Charles","Mingus Ah Um","Columbia",3,"Yes","No","No"
"Mingus, Charles","Passions Of A Man","Atlantic",4,"No","No","No"
"Mingus, Charles","Great Concert of CM","Verve",8,"No","No","No"
"Mingus, Charles","At UCLA 1965","Sunnyside",9,"No","No","No"
"Mingus, Charles","Mingus Dynasty","Columbia",10,"No","No","Yes"
"Mingus Big Band","Live In Time","Dreyfus",4,"No","No","Yes"
"Big Band Charlie M","Live At Theatre Vol2","Soul Note",2,"No","No","No"
"Minton, Phil","Mouthfull Of Ecstacy","Victo",4,"No","No","No"
"Minton, Phil","Doughnut In One Hand","FMP",4,"No","No","Yes"
"Minton, Phil","AMMO","Leo",8,"No","No","No"
"Minton, Phil","Slur","Emanem",9,"No","No","No"
"Mitchell, Blue","Big Six","OJC",1,"No","No","No"
"Mitchell, Blue","Blue Soul","OJC",2,"No","No","No"
"Mitchell, Blue","Thing To Do","Blue Note",10,"No","No","Yes"
"Mitchell, Nicole","Xenogenesis Suite","Firehouse",10,"No","No","Yes"
"Mitchell, Red","Declaration Of...","4LeafClover",1,"No","No","No"
"Mitchell, Red","Presenting RM","OJC",10,"No","No","Yes"
"Mitchell,  Roscoe","Sound","Delmark",1,"No","Yes","Yes"
"Mitchell,  Roscoe","Sound & Space Ensembles","Black Saint",1,"No","No","No"
"Mitchell,  Roscoe","Composition/Improvisation 1, 2, 3","ECM",9,"No","Yes","Yes"
"Mobley, Bill","Mean What You Say","SpaceTime",8,"No","No","No"
"Mobley, Hank","Soul Station","Blue Note",1,"No","No","No"
"Mobley, Hank","Roll Call","Blue Note",1,"No","No","No"
"Modern Jazz Quartet","Dedicated To Connie","Atlantic",3,"Yes","No","Yes"
"Modern Jazz Quartet","MJQ 40","Atlantic",5,"No","No","No"
"Modern Jazz Quartet","Complete Prestige & Pablo","Prestige",7,"No","No","No"
"Modern Jazz Quartet","Complete Last Concert","Atlantic",,"No","Yes","Yes"
